web_scraper_order,web_scraper_start_url,details,price,adress,image_link
"1765105140-119","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Poule","35 000CFA","Hann Bel-Air, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-1461888"
"1765105140-120","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Poussin hermine - 7 jours","15 000CFA","Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-hermine-7-jours-1432855"
"1765105140-121","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Poulet de race","40 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-race-1417714"
"1765105140-122","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Brahmane","50 000CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/brahmane-1415899"
"1765105140-123","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Trio Bantam de Pékin","60 000CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/trio-bantam-de-pekin-1415870"
"1765105140-124","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Oeuf fécondé","240CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/oeuf-feconde-1365452"
"1765105140-125","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Canards","5 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/canards-1346042"
"1765105140-126","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Dinde d'Amérique","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/dinde-damerique-1346036"
"1765105140-127","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Lapin","25 000CFA","Grand Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-1291244"
"1765105140-128","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Lapins de race","70 000CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-de-race-1291215"
"1765105140-129","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Lapins de race","70 000CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-de-race-1291213"
"1765105140-130","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Lapereaux fauve","Prix sur demande","Ngor, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereaux-fauve-1261253"
"1765105140-131","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=9","Pigeon mondain","20 000CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-mondain-1247406"
"1765106183-132","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Male cochin caïllouté","Prix sur demande","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/male-cochin-cailloute-2824883"
"1765106183-133","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Pigeons texans","75 000CFA","Cambérène, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-texans-2813598"
"1765106183-134","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Lapin nains","35 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-nains-2787066"
"1765106183-135","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Cailles + œufs de caille","6 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/cailles-ufs-de-caille-2777887"
"1765106183-136","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Poulets de chair","3 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-de-chair-2771365"
"1765106183-137","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Pigeon","20 000CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-2753197"
"1765106183-138","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Pigeon boulant pomeranie","60 000CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-boulant-pomeranie-2753142"
"1765106183-139","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Métisses boulan - mondain","25 000CFA","Louga, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/metisses-boulan-mondain-2747317"
"1765106183-140","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Brahmane","35 000CFA","Louga, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/brahmane-2747312"
"1765106183-141","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Dindes","Prix sur demande","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/dindes-2743094"
"1765106183-142","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Voyageurs à manteaux","30 000CFA","Cambérène, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/voyageurs-a-manteaux-2742963"
"1765106183-143","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Pigeon mondain - pigeons texans","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-mondain-pigeons-texans-2742216"
"1765106183-144","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Mondains blancs","200 000CFA","Cambérène, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/mondains-blancs-2739851"
"1765106183-145","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Lapin géant Flandre","Prix sur demande","Hann Bel-Air, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-geant-flandre-2735556"
"1765106183-146","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Pigeons frisés milanais","75 000CFA","Cambérène, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-frises-milanais-2728978"
"1765106183-147","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Lapin / Géant de Flandre","40 000CFA","Hann Bel-Air, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-geant-de-flandre-2723627"
"1765106183-148","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Poule Baraman","Prix sur demande","Bargny, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-baraman-2712048"
"1765106183-149","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Cochin caïllouté","Prix sur demande","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/cochin-cailloute-2711749"
"1765106183-150","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Cochin blanc","Prix sur demande","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/cochin-blanc-2711734"
"1765106183-151","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Pigeon","Prix sur demande","Cambérène, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-2697330"
"1765106183-152","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Couple texan","35 000CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-texan-2695680"
"1765106183-153","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Pigeon","25 000CFA","Gibraltar, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-2689453"
"1765106183-154","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Poulet Cochin blanc","50 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-cochin-blanc-2687766"
"1765106183-155","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Pigeons mâles king","55 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-males-king-2687762"
"1765106183-156","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","5 femelle - 1 mâle cochin","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/5-femelle-1-male-cochin-2685913"
"1765106183-157","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Poulets","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-2685886"
"1765106183-158","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Lapin métisse","10 000CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-metisse-2683357"
"1765106183-159","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Brahmanes de pure race - peruches ondulés","25 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/brahmanes-de-pure-race-peruches-ondules-2678983"
"1765106183-160","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Poules","20 000CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-2673317"
"1765106183-161","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Pigeons mondains","200 000CFA","Mbour, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-mondains-2663305"
"1765106183-162","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Pigeons frisés milanais","1 000CFA","Cambérène, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-frises-milanais-2661323"
"1765106183-163","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Pigeon - Couple Texen","35 000CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-couple-texen-2655212"
"1765106183-164","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Lapin géant Angoura","15 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-geant-angoura-2644118"
"1765106183-165","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Poule Cochin cailloutée","180 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-cochin-cailloutee-2641987"
"1765106183-166","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Mondains standard 2019","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/mondains-standard-2019-2640136"
"1765106183-167","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Pigeons voyageurs","Prix sur demande","Cambérène, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-voyageurs-2640132"
"1765106183-168","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Lapins nains","35 000CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-nains-2640044"
"1765106183-169","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Lapins nains","30 000CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-nains-2640033"
"1765106183-170","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Poulets brahman","25 000CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-brahman-2631399"
"1765106183-171","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Couple Texan","45 000CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-texan-2627818"
"1765106183-172","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Poule rouge & bleus d'Hollande","10 000CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-rouge-et-bleus-dhollande-2625194"
"1765106183-173","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Pigeon voyageur","Prix sur demande","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-2621772"
"1765106183-174","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Pigeons Boulant De Saxe adultes","40 000CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-boulant-de-saxe-adultes-2617019"
"1765106183-175","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Couple Texan","55 000CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-texan-2615679"
"1765106183-176","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Couple texan","45 000CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-texan-2608792"
"1765106183-177","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Paire Cohen Barman","65 000CFA","Ndiass, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/paire-cohen-barman-2605030"
"1765106183-178","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Pigeon ordinaire","1 000CFA","Mbour, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-ordinaire-2604620"
"1765106183-179","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Pigeon voyageur","4 000CFA","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-2600934"
"1765106183-180","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Bramah  - hermineh  -frises blancs","25 000CFA","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/bramah-hermineh-frises-blancs-2591465"
"1765106183-181","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Poussins","Prix sur demande","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-2586569"
"1765106183-182","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Poulets","3 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-2577823"
"1765106183-183","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Poules Brahman","15 000CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-brahman-2572060"
"1765106183-184","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Pigeons cravaté chinois","15 000CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-cravate-chinois-2566760"
"1765106183-185","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Pigeons dragon blanc sec & voyageur","15 000CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-dragon-blanc-sec-et-voyageur-2561021"
"1765106183-186","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Brahman colombia","Prix sur demande","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/brahman-colombia-2560354"
"1765106183-187","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Lapin nain","35 000CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-nain-2541523"
"1765106183-188","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Lapin nain","30 000CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-nain-2541503"
"1765106183-189","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Pigeons","Prix sur demande","Mboro, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-2521008"
"1765106183-190","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Poulet - oeuf","Prix sur demande","Hann Bel-Air, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-oeuf-2516606"
"1765106183-191","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Pigeon allemand","50 000CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-allemand-2516109"
"1765106183-192","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Poussins brahman colombia","Prix sur demande","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-brahman-colombia-2513890"
"1765106183-193","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Paons","5 000CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/paons-2511822"
"1765106183-194","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Pigeon voyageur","7 000CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-2507523"
"1765106183-195","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Pigeon voyageur","7 000CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-2505095"
